-8.461314802508696857e+02,-5.918161160580536944e+02,-2.040501471811384135e+02,-7.998997506107184563e+02,-1.358456291444748132e+01,-4.226061897910707330e+02,8.230076313272157904e+02,1.438413366993779391e+03,-1.267459649189933373e+02,2.135124535617587185e+02,2.269503480550798429e+02,-1.570670584632816258e+02,1.489383693784750449e+02,-1.130678876241749151e+02,6.388424188090343847e+01,5.105388186082583957e+02,8.230063123931088853e+00,3.985500918352822737e+02,-2.408755197827492793e+02,1.477165230331337682e+02,4.990683868014241966e+02,-3.419407136475273319e+02,8.126848909653531337e+02,-6.636212685617063016e+02,-1.944595767235149992e+02,-9.041601188749284290e+01,-4.977179616735759282e+02,6.571304530665521497e+02
1.543900272153460264e+03,1.277465438141018694e+02,4.567788708974461542e+00,1.232437567086087000e+02,3.586392575428722012e+02,-7.783810102038041805e+02,-8.726889484551560372e+01,-2.914389092365673832e+02,-7.611438621964317690e+02,5.655871231670334964e+02,1.050270035396381672e+03,-8.333574197496046736e+02,-1.866850894414560003e+01,1.339176740999590720e+02,6.205773903496633466e+02,4.617056544485445784e+02,4.924617787051591336e+02,-6.065372009327611522e+02,7.224843548917272074e+02,2.591447840175167130e+02,-3.011789591404872226e+02,2.112184282864332090e+02,-1.641733598112015216e+02,-3.600445256469159858e+02,8.433035121728454442e+01,-2.490920546004017240e+02,-5.251891104664924796e+02,7.489826574199735205e+02
-1.359739055379739909e+02,-1.478801387126913482e+02,-1.235334782374688984e+03,-2.689348834281104814e+02,-3.508868225450241880e+02,7.035662811373418890e+01,-5.995953778174202853e+01,3.500002030488284959e+02,-4.064010848183643532e+01,4.365256433491578036e+02,9.674420543284338692e+02,-2.681986154149021786e+02,-3.324953847647645375e+02,2.489930485893673904e+02,6.731785548588192114e+01,4.014677996866572585e+02,-8.680016288497990899e+02,3.418895279927249931e+02,6.358869720837784598e+02,2.960041784195913124e+02,-6.986823057227572917e+02,8.466114555280113336e+02,-8.226259555696325378e+02,7.377454379561613678e+02,1.345629119267024976e+02,6.488848376018167983e+02,2.091106764702132352e+02,-4.984806872292739399e+02
-1.141685292623376569e+02,-1.559786291126350761e+02,6.411908836750901628e+02,3.492562518835185301e+02,-3.472116085408891308e+02,-4.196525842099283636e+02,2.976972370235922085e+02,1.622912144958854981e+02,-1.055124552805285930e+03,6.859899230043400848e+02,-7.954628807716588881e+02,-4.163182058177418412e+02,-1.502595269294344916e+03,1.676866577045126405e+01,-5.939491727129702667e+02,-4.132541874132821249e+02,-1.563592007516413787e+03,-1.220188268966718397e+03,-3.603966204711729233e+02,2.382964094921359219e+02,-4.854170071267287199e+02,-5.268565506091460975e+02,2.664273952463303203e+02,3.196764740801938842e+02,5.057646098567222452e+02,-8.397729440345913190e+02,1.656152369170879410e+02,-1.406304328290713102e+02
-4.391196994902105644e+02,-1.881200160827900447e+02,2.699008499401393237e+02,1.085910915911999837e+03,-2.239020581144131086e+02,-7.826427929501569452e+02,-2.157691744988342748e+02,1.375814373992090793e+02,-7.498444508042121015e+02,-1.557872777256057816e+03,-3.430297165976071483e+02,-7.791201470622722809e+02,-1.795887095885981580e+03,-9.716984560692965260e+02,-7.197110629514821767e+02,-1.587337086787819999e+03,7.462758876779854234e+01,-4.216344299312793851e+02,4.470958751226817185e+00,-2.021175168184081485e+02,8.572346362351188418e+02,5.986670476310592903e+02,5.659116385100438720e+02,-1.254865465909602307e+02,5.134373020298171753e+01,-1.265079510791360690e+03,-2.204530010546668279e+02,-1.838545419224578836e+01
1.039253572125632218e+03,4.222655956508444319e+01,5.704059683066692514e+02,4.179479599653427613e+01,-3.835297637127900998e+02,3.910004697943010115e+02,-6.480995700105962669e+02,1.857802313273511459e+02,-6.093599513791530171e+02,2.533722215554442130e+02,-3.049283691419674369e+02,-1.218568087488926039e+03,9.179050323049904136e+01,-1.090924471105780867e+03,-5.508446334673623141e+02,-7.954343085030332077e+02,-1.169213491883221650e+03,4.419215589392598531e+01,5.806164918972541500e+02,-3.165967253389064808e+02,5.569548522927645990e+02,-5.157766608441839935e+02,1.049729376191128040e+03,3.330970135197471791e+02,6.580355328941502648e+02,-1.028575314522159090e+01,3.383643902984175611e+02,-1.694262085623585676e+02
3.969563613291440447e+02,-6.542146833897597844e+02,8.780405237927570852e+02,-2.488975656023624339e+01,-1.137096564445031618e+03,-5.054102574535243093e+02,1.029141334027424080e+02,-4.170838033469699440e+02,-2.836989673235746068e+02,-4.614226184487738465e+02,1.320937622787361931e+01,-3.548463140678275636e+02,-6.591847724928354637e+02,-4.683608197324870730e+02,-5.204203487773002053e+02,-1.803834339757265525e+03,-4.408879940159840771e+02,-4.424664060585288325e+02,-8.022441909123116375e+02,-4.609411860428995169e+02,-1.317369204537355074e+02,-5.172611740829013343e+02,-7.681876210396049487e+01,1.166743837641894288e+03,-1.385873384327924214e+02,6.937215715822692346e+02,-8.242035777166080379e+01,7.826462320897758218e+01
-9.219109507370434358e+02,2.583330068721065231e+02,3.057041215200857209e+02,-9.200643065687154376e+02,-6.695352014492245871e+02,-7.311186112642392345e+02,-9.376324253813182850e+02,-4.953534288196163970e+02,-8.923803725787244048e+02,-1.105546669345880218e+03,1.376018183950569664e+02,-6.773445436464706404e+01,-6.571923680640433076e+02,-8.082462119738020192e+02,-1.337826108488329282e+03,-1.907063463881907182e+03,-1.363513747128813748e+03,-3.129199640426918450e+02,-1.060757831307475044e+03,4.752211479464655497e+01,-3.395617035488917850e+02,-1.946389006753874185e+02,1.007752131752216087e+02,1.870643570063404582e+02,-2.432946448058742703e+02,-6.252684263775455520e+01,-5.889521573960655587e+02,3.889515951267424043e+02
-1.225072199830776754e-01,-3.789687143711390149e+02,-9.303323548814896640e+02,-2.582751585015111004e+02,-1.006415755941049952e+03,3.293950068467535175e+02,-9.660150658705031219e+02,-1.283410443345004978e+03,-7.623125186144867484e+02,-1.260943076276420697e+03,-1.970065026388408000e+02,-7.258140541630737061e+02,-9.732776217619941690e+02,-8.004182713661326716e+02,-1.437022203618231515e+03,-1.570115744781111516e+03,-3.562813679657211310e+02,-9.609875118607029663e+02,-1.348323015103041371e+03,-2.954281035178058232e+02,-1.529249109803992042e+02,-1.295131887690361339e+02,-4.557952061447793426e+02,-1.414245067155543438e+03,-7.871439106886083437e+02,-3.682424442954390429e+02,-5.704413794639835942e+02,3.215628807460216194e+02
1.363985293040599913e+02,4.475600181108618472e+02,4.824679325997386741e+02,-6.318102937188299393e+02,-3.683772393363418587e+02,-3.243737299910837919e+02,-1.113664680701309180e+03,-1.609875469781266588e+02,-1.621709424819299329e+03,-3.675753642697571877e+02,-5.551538592062503312e+02,-2.284682667912562692e+01,-1.115487549341168460e+03,-6.017164539454694250e+02,-1.274425659848866417e+03,-1.316242298657945184e+03,-6.392219161095981690e+02,-6.977234722338682786e+02,-5.558674336984203137e+02,-1.174942685209304500e+03,-7.942954297867488549e+02,-1.966682046471259355e+03,-9.754548926417429584e+02,-1.254613292172742604e+03,-1.257386448934014879e+03,-1.651511448125037759e+03,-3.980076657703457954e+01,3.667291146716923436e+02
